Text,v3
"I personally got this offer by Your CV meets our requirements, HR invites you for an interview sat 3 /02 /2018.9A.m@32 olufemi rd, off ogunlana drive surulere Lagos. YD /YHN. 080-3539-9993.It was motivational talk, I went and I spent good 8hours listing to them I could not bear it to end of the day, I have to go but the meeting was ok but it appears they don’t give job.",spam
STRICTLY BY RECOMMENDATION PMG LTD. SHORTLISTS YOU FOR INTERVIEW AS A UNIT MANAGER ON TUE 19/12/17 BY 9A.M. @13 OLADOSU STR TOYIN IKEJA. DRESS OFFICIAL,spam
"SEQUEL TO YOUR APPLICATION VIA OUR ONLINE HR,MGLSHORTLIST YOU FOR AN ASSESSMENT ON THURSDAY@13 OLADOSU STREET OFF TOYIN IKEJA",spam
"MAX GLOBAL invites you for a WORK BRIEF/WORK OUTLINE on TUE 21/6/16 by 9am at 13 OLADOSU STR, OPP TOYIN STR IKEJA. DR AKINKUNMI 07037630606.",spam
"DG's HR Invites you for an ASSESSMENT AS A UNIT HEAD.DATE; 07/08/17VENUE;32 Olufemi Road,Off Ogunlana Drive,Surulere Lagos.HR/ADMINSHOW THIS TEXT...",spam
"Sequel to your online application and submission of CV, you are hereby invited for a JOB INTERVIEW on Monday 3rd July, 2017 at NO. 2, Akin Osiyemi, Allen Avenue, Ikeja, Lagos by 9am.Come with a your CV and a printout of this invitation.Regards.Career Gems HR",spam
"Hi ,abiola is me Onyemaechi Anthony ur 15A ex-copa mate in Ekite State, code Ek/15A/1410, am working with Shell Oil Company in Rivers State branch, cal me now 4 details b/cos internal Recruitment is going on now so dat i can link u to d company.",spam
"Sequel to your application for the MCA position; We would like to invite you for an interview at BISYOM PUBLISHING LTD.Address: 37b Ladipo Kasunmu Street, off Bisi Ogabi Street, Balogun Bus Stop, Ikeja, Lagos. Date: Wednesday, 31/1/18Time: 9.00AMWarm regards",spam
"Hello OGINNI OLUWASEUN, based on your application to M.H.S, you're required to come over for an Interview on Friday 30th March, 2018.Time: 9am promptVenue is MHS Office, 6th Floor, 65c Opebi road, opposite glass house by Salvation b/stop, Opebi, Ikeja, Lagos.A copy of your CV and a passport photograph is required and pls ensure to be punctual.",spam
"Good afternoon house, pls i just got a txt from dovegreen global service for an interview.pls is it genuine and hope its not gnld.THANKS for the prompt response",spam
"DEAR APPLICANT We Are Pleased to inform you that you have been shortlisted for an Interview/chat session at B.S INCORPORATION LTDDate:THUR 29/3/18 & FRI 30/3/18 by 9amVenue: 4 karim Ogungbeye Estate off Amaraolu way,beside Zenith Bank,1st Gate,Agidingbi, Ikeja Lagos. Come with your updated CV. for Enquiries 080-3941-1675 /H. R - Alexis.Kindly Call to Confirm Your Availability.",spam
"Sequel to your application, you are hereby invited for an interview with Forza Nig. Ltd, Block 15, Suite 9, Oodua Int. Mkt., Ojota on 28/2/2018 at 2pm prompt",spam
"Edgerit Limited invites you for an interview for the position of Medical Sales Representative on Monday, January 8, 2018.Time: 1pmVenue: WaterCress Hotel, 48, Oritshe Street, Off Balogun Street, Off Awolowo way, Ikeja, Lagos.Kindly acknowledge the receipt of this message.",spam
"Hello AKINRINOLA OLATUNDE, This is to inform you that the management of S.N.L approved your details and has selected you to come in person for an assessment interview on Friday 10/02/2017.Time:9amVenue: 228 ikorodu road, after Shepherd hill church by Obanikoro bus-stop, Lagos.You are required to come with a hard copy of your CV and a passport photograph.For help/directions you may call the Admin Unit: 0909-467-9990. GoodluckRC:024/MPT",spam
"""Congrats as you are being called up for an interview in Aiico Insurance Plc. On Tuesday 25th of April at 203 / 205 Oshodi-Apapa Expressway, Iyana Isolo, Lagos by 8.00am. Ask of Mr Oshineye, 08023134744""",spam
"Following your application on our online Human Resource Management Portal,We were impressed with your qualifications which make you an excellent candidate for this role,so we would like to invite you for an Interview/Assessment at our office to tell you more about this role, our company's mode of operations and of course, get to know you better. You will be meeting with the Executive board.Use the code below for proper identification.BS/***/***/**Date: Monday 5th February 2018Time: 9am promptVenue-The Zonal Office,B.S Nigeria Limited,Suite 4A, Ogungbeye str, Off Amaraolu, Opposite Zenith Bank,Agidingbi, Ikeja, Lagos. We apologise for the short notice; however it is important you confirm your availability.Kindly do that by replying this email as soon as possible.Come Along With Your updated CV and acknowledge this mail with reply .For more Enquiries:09050000082We look forward to seeing you.Best regards,Dr. ZOE HR DEPTHR ADMINISTRATORB.S.NIGERIA LIMITED",spam
"GC RESOURCES INVITES YOU FOR AN INTERVIEW ON A REFERRAL,GRATULATIONCONCEPT INVITE U FOR INTERVIEW ON 22/8/168 OLABISI ONABANJO WAY,OPP BAPTIST PRIMARY SCH,IDI-ABA ABEOKUTA,1ST FLOORBY 10AMRK1",spam
"Sequel to your CV review, you are to report for an interview on TUE 16/5/17 9am @ 98, Hillstar Building 3rd Floor, Papa Ajao Mushin Lagos.",spam
Your application for job refers; you are invited for interview@ Prime Solutions Ltd 110 Awolowo Way opp Trinity Mall Ikeja Lagos on mon 5th June by 9am,spam
"ON A REFERRAL,GRATULATIONCONCEPT INVITE U FOR INTERVIEW ON 22/8/168 OLABISI ONABANJO WAY,OPP BAPTIST PRIMARY SCH,IDI-ABA ABEOKUTA,1ST FLOORBY 10AMRK1",spam
"Sequel to your online application,a Firm that is into Human Resources,Logistics and Consulting invites You to meet her HR Director for an Interview at our office to tell you more about this role, our company, and of course, get to know you better. Date: Friday 29th December 2017Time: 8.30AM Address: No 4, Alh. Ogungbeye Street, Off Amaraolu Junction, Agidingbi by 1st gate Bustop, Ikeja, Lagos.kindly Come Along With Your updated CV and acknowledge this mail with reply .Call Daniella 070 3347 5042 Best regards,",spam
"You are invited for a JOB INTERVIEW on THUR 23RD NOV, 9am @ 4 Alara St, off Commercial Avenue Sabo-Yaba, Lagos. Details in ur mailbox.www.hyinsco.com.ng. guteurls URL Preview Boxes for your Websites Link preview - exactly like in Facebook - now on your Website too - Wordpress support - you only have to add a plugin or to include one Javascript line with one parameter. guteurls.de → Read full article here",spam
"M.Global Resources invites you for Aptitude test /Briefing on Mon 12/03/18 By 9:am @ 19 Bode Thomas Road, Awoyokun/ ONIPANU B/STOP. Ref: MGR/12/JE 090-8041-6747.",spam
"After thorough preview of your details and curriculumvitae,considering the working experience,skills and attribute youencompassed,The Board of Directors has decided to invite you for anASSESSMENT.Date: Friday15th December,2017Time: 9am PromptVenue: Suite 4 Ogungbeye Avenue,behide Zenith bank,Mega chickenb/stop,Agidingbi,Alausa,Ikeja,Lagos.We apologies for the short notice,however it is important you confirmyour availability to enable us make adequate preparations. Pleasekindly confirm your availability by replying this email as soon as",spam
"Sequel to the receipt of your Resume, the Board of LS-RESOURCE requests your presence to be interviewed based on your qualification.TIME: 10.00Hours in the Morning.OFFICE ADDRESS: 3RD FLR, CROWNET PLAZA, IDRIS GIGADO STR, WUYE, ABUJA.REQUIREMENTS;-Hard copy/Print-out of this Email Notification.-Hard copy of your Resume/Curriculum Vitae.-Two (2) Passport Photographs.Dress Corporately and be sure to come early as lateness will NOT be entertained.OPTIONAL-A regulatory I.D Card i.e. Driver's License, National I.D card, Voter's Card, INT'L Passport.Best of Luck, HR DEPT, LAGOS.",spam
"Good afternoon,Sequel to your application for the role of a Human Resource Assistant with Divergent Enterprise, I am pleased to inform you that you are hereby invited for a brief chat with our HR team. Please come with a copy of your CV. Details are as follows:Date: Friday, 11th October 2017Time: 10amVenue: 1686B, Oladele Olashore Street, off Sanusi Fafunwa, Victoria IslandWe look forward to meeting you.The Divergent Team",spam
PG Invites you for an Assessment with HR. on Fri.09/06/17 by 9am at N027 Ayodele ojo by TRAFIC LIGHT Bus Stop Ilupeju.Lagos resident09071404599HR/BESTWILL,spam
"As a result of your application on our online HRM portal, we were impressed with your qualifications which makes you an excellent candidate for this role, so we would like to invite you for an interview at our office to tell you more about this role, our company, and of course, get to know you better.Date: Wednesday 13th September 2017 Time: 8:30amAddress: 4 Ogunbeye Street, Off Mega Chicken Bustop, Amaraolu Junction,Ikeja, Lagos.Kindly come along with your updated CV and acknowledge this mail with reply.For more Enquires: Call 09050000082 or if you need to reschedule.We look forward to seeing you.",spam
"You are invited for an Assessment/Interview on Friday 25/11/16 by 9:00am at 27, Ayodele Ojo, By Traffic Light Bus Stop, Coker Rd, Ilupeju, Lagos.HRM- Matthew.",spam
"Sequel to your response to the published job for customer service duty, Nitro Gas Limited in affiliation with ACR GROUP NIGERIA, have considered you to have an interview session with ACR GROUP.This interview session is going to be of two phases, a written test and oral session, which would last for about 2 hours.Should you have any suggestion, inconvinience date for the interview, kindly write us to know when to reschedule you if the vacant position still available.The interview is going to be with Deputy Managing Director, Human Resources Manager and the Managing Director.Date: Monday, 3rd April , 2017.Time: 9 am promptVenue: No 95, Ikorodu Road, Fadeyi bus/stop, Fadeyi Lagos State.Human Resources DeskAnne Adekunleacrng.com.The mentioned companies do not exist, it's a ploy to lure people to participate in MLM referral marketing.",spam
"Based on recommendation of your CV through our online job placements you are privileged to be among the few selected to meet the HR of our organisation for an interview at the head office, BUILD GLOBAL SERVICES, Time: 9:00 AM prompt, Date: Thursday 29/03/2018. Address: No 4, Alh. Ogungbeye Street, Off Amaraolu, by Zenith Bank, 1st Gate b/stop, Agidingbi, Ikeja, LagosHR MosesFor Enquiries:070-6275-0417Best of luck",spam
"Response 2 yur application,you are invite for job briefing on Fri. 30-03-18 by 9am @PGC Odua printing & publishing, opp Police Headquarters, Eleyele Rd Ibadan.V",spam
"Dynamic Group, 32 olufemi street, off ogunlana drive, surulere Lagos state and Neo life beside visafone house challenge-molete Ibadan Oyo state, these two company or what they call themselves, they are original scammers. They will send interview message to u, if u get there, they will b telling u another thing, Dynamic group will say bring #16000 so they can help u to become a millionaire, Neo life their own na just #16500. If u received from them pls don't go ooo.Credit: Olubusolami",spam
"Following the receipt of your CV, you are hereby invited for interview for the position of a DSA at SOL Mainland Office, Jolaade House, 28, ogudu Road, Idi Aba Bus Stop, Ojota, Lagos, on Thursday March 29, 2018 by 9am. Kindly dress formal and come with your CV and credentials. Please disregard if you have been interviewed at SOL before. SOLNIGERIA. www.solnigeria.com guteurls URL Preview Boxes for your Websites Link preview - exactly like in Facebook - now on your Website too - Wordpress support - you only have to add a plugin or to include one Javascript line with one parameter. guteurls.de → Read full article here",spam
"After thorough preview of your details and curriculum vitae, considering the working experience, skills and attribute you encompassed. The Board of Directors of BS-SYSTEM has decided to invite you for an ASSESSMENT, a business organization into investment management, human resources management, capital building, entrepreneurial/personal development and strategic planning with headquarters in Lagos, Nigeria.Date: Thursday 8TH of Febuary 2018Time: 8am PromptRef code: 10010Venue: Suite 4 Ogungbeye Avenue, behind Zenith bank, Mega chickenb/stop, Agidingbi,Alausa,Ikeja,Lagos.You can also reach the Secretary on 07038880326 if you have any issues/requests.Regards,DR. OLAB",spam
"your application refers. you are shortlisted for an interview on Tuesday 27/03/18, 9am @98 palm avenue beside Methodist church Mushin, Lagos. Ref: MGT/85",spam
"BGI GROUP NIGERIA LIMITED is a fast-growing business strategy and human capacity development outfit dedicated to providing innovation business solution to her teeming clients and customers.Location: 4 All Ogungbeye st, off Amara-olu,( first gate bus stop), Agidingbi, Ikeja.",spam
"PML Ltd, an ICT Company INVITES you for an ORAL INTERVIEW tomorrow MON. 11TH DEC. @13 Oladosu, Off Toyin, Ikeja by 9am.(For Enquiry Call- Taiwo: 07064417437)",spam
"Dear Applicant, Sequel to your application for an employment in our organization. You have been shortlisted for an interview. Address: RCCG OFFICE: Lagos province 28 building, lotto road, beside tree of life estate, redemption camp. Date: Tuesday, 27TH March, 2018. Time: 9:00 AM prompt. Please come along with your Credentials. Dress Corporately. Thank you.",spam
"Strictly by recommendation,PML invites you for an interview as unit manager on xo xo date at 13 Oladosu Street, Off Toyin Street ,Ikeja...Aux please how true is dsHop not gold",spam
"U are invited for an interview at custodian life. F27, commercial avenue, sabo, Yaba lagos. Dress code official credentials and cv.Please how real is this interview? Thanks",spam
"You are invited for a JOB INTERVIEW on Wednesday 5 July 2017 by 9:00am at No-2 Akin Oshiyemi street,off Allen Avenue,Opposite Sterling Bank Bus-Stop,Ikeja,Lagos.Please be informed that you should come with updated CV,two-passport photograph and a printout of this mail.Note: Dress corporately and be sure to come early as lateness will not be welcomed.RegardsCareer jet(Credit to Beautyagu)",spam
"YOU ARE INVITED FOR A JOB INTERVIEW AT GRANDLEAD HERITAGE, at No-5 SURULERE INDUSTRIAL ESTATE, ADENIYI JONES IKEJA, ON TUESDAY 4/7/17 BY 10:00AM.Please be informed that you should come with updated CV, two-passport photograph and a printout of this mail.Note: Dress Corporately and be sure to come early as lateness will not be welcomes.Regards,Career Jet",spam
"You have been shortlisted for a JOB INTERVIEW on 12/5/17 by 9am,No 2 Akin Osiyemi street,Off Allen Avenue,opposite Sterling Bank,Ikeja Lagos",spam
"Resume approved. ICA shortlisted you for an ASSESSMENT on FRI.23/03/18 by 9am prompt at 98,Palm Avenue,Beside Methodist Church Olorunsogo Mushin Lagos. HR/CEO",spam
"Sequel to the receipt of your Resume, the Board of TGN requests your presence to be interviewed based on your qualification.SCHEDULED DATE:Monday, 26th March 2018TIME: 9.00Hours in the Morning.OFFICE ADDRESS: Ground Floor, 2, Akin Osiyemi Str. Opp. Sterling Bank Bus-stop, Allen Avenue, Ikeja, Lagos State.REQUIREMENTS;-Hard copy/Print-out of this Email Notification.-Hard copy of your Resume/Curriculum Vitae.-Two (2) Passport Photographs.Dress Corporately and be sure to come early as lateness will NOT be entertained.OPTIONAL-A regulatory I.D Card i.e. Driver's License, National I.D card, Voter's Card, INT'L Passport.Best of Luck, HR DEPT.DIRECTION:FROM OJUELEGBA/OSHODI, LAGOS TAKE A COMMERCIAL BUS TO ALLEN/ALAUSA/SHOPRITE, ALIGHT AT ALLEN AVENUE, STERLING BANK BUS-STOP.",spam
"Following your application for Female customer care role, We invite you for aptitude test/interview on Monday 26th March, 2018.Time: 8amVenue: Faculty of Tech CBT centre U.I, IbadanPlease come with a copy of your CV, passport photo, original and a copies of your credentials (NYSC compulsory)N.B: Pls do not come if you have attended this same excercise within the last 6 months.GLOBACOM HR.",spam
"Following your application for male customer care/experience centre job role, We invite you for aptitude test/interview on Monday 26th March, 2018.Time: 8amVenue: JKK house. 229, (btw anthony & ilupeju b/stop) Ikorodu Rd,Lagos.Please come with a copy of your CV, passport photo, original and a copies of your credentials (NYSC compulsory)N.B: Pls do not come if you have attended this same excercise within the last 6 months.GLOBACOM HR.",spam
"Dear Candidate,Thank you for expressing interest in a position with our Organization.We have received your information and curriculum vitae, and you havebeen slated for an Interview by 10.00 a.m. Saturday March 24th,2018.Please come along with photocopies of your credentials, 2passport photographs and a hand written Application Letter.Thank you.Dahra A. H. Jnr.ICT and Business Development Officer,For:INTER-ARC CONSULTANTS LTD.,90 AKPAKPAVA RD, OPP STANBIC IBTC,BESIDE ZENITH BANK, BENIN CITY, EDO STATE.",spam
"You've been invited for an interview at Success Drives Ltd, 18, Afolabi Aina str, Allen Avenue, Ikeja Lagos on Friday, 23rd March, 12pm. Come with your CV.",spam
"Following your application for Female customer care/experience centre job role, We invite you for aptitude test/interview on Monday 26th March, 2018.Time: 8amVenue: JKK house. 229, (btw anthony & ilupeju b/stop) Ikorodu Rd,Lagos.Please come with a copy of your CV, passport photo, original and a copies of your credentials (NYSC compulsory)N.B: Pls do not come if you have attended this same excercise within the last 6 months.GLOBACOM HR.",spam
"Dear Candidate, Congratulations for being selected for an interview with us in American international insurance company (Aiico). VENUE- 203/205, Oshodi-Apapa Expressway, Iyana Isolo, Lagos (Aiico/union bank building) 2nd floor.DATE - Tomorrow Friday 23rd March 2018Time - 8am prompt.Kindly note that you are expected to come with your cv and one passport.you must however be officially dressed.",spam
"We are in receipt of your application for the advertised position.Can you please join us for an interview on Thursday, 22nd March, 2018 by 9am at the address below?3rd Floor, King's Deck. Chevron Alternative Road.Off Chevron Drive, Lekki.Lagos.Kindly confirm to us by email and contact the Employer on 090****** if you can make it.Also come with copies of your CV and relevant credentials.Is it legit?",spam
"After a careful evaluation of your online application and a great recommendation from our Human Resource Database.We are impressed with your qualifications which makes you an excellent candidate for this role, we are therefore pleased to inform you that you have been Shortlisted for an interview/Assessment at our office to tell you more about this role, our company's mode of operation and of course, get to know you better. Our organization is a foremost provider of enhanced consulting ,human resource and business development services solutions. Date: Thursday 22nd March 2018Time: 8 AM Address: No 4, Ogungbeye Estate, Off Amaraolu Way, Agidingbi Opposite Mega Chicken Bustop, 1st Gate,Ikeja, Lagos. Kindly come along with your updated C.V and acknowledge this mail with reply . For more Enquiries: Call 07088117459We look forward to seeing you. Best regards, DAYOHR ADMINISTRATOR BGM CONSULTING LTD",spam
"Based on an online recomendation, you have been selected among a few candidates to meet with the HR Director of BGM Ltd on Thursday 22nd March 2018; time:9am.For enquiries: 080-8837-5009Best Regards;HR Dep>",spam
"Sequel to your application, you are hereby invited for an interview with Forza Nig. Ltd, Block 15, Suite 9, Oodua Int. Mkt., Ojota on 28/2/2018 at 2pm prompt"".",spam
"You have been selected for an Interview on Monday 26th March, 2018 @ Livingstonewall Invest. Ltd.44, Opebi Rd. Ikeja. For inquiry call:08188885124, 09064099484",spam
"Hi Davis,Thank you for applying to our organization through Iminds media. Your application for the position applied for stood out to us and we would like to invite you for an interview at our office.You will meet with our Head of HR, Ms Nzekwue. The interview will last about 2 Hours. You’ll have the chance to discuss the position’s responsibilities and learn more about our company.We would like to conduct your interview on Thursday 22/03/2018 by 9.30am. Our office is located at Plot 5 Adeniyi Jones Adjacent Mikano Bus stop. University press building. Ikeja Lagos. Please bring your CV and your credentials,Looking forward to hearing from you.",spam
"Based on recommendation, PMC Nig Ltd invites you to an interview/ briefing for an Opportunity on 21/03/2018 @ 108 Aba Rd opp Seabia hotels Umuahia, Abia State. Time:8:30am. PMC/dtm/001HRM: 07030138137.",spam
"Based on your application and after due consideration, please note that you are scheduled for interview on Monday 19th March, 2018. Venue of interview is MHS office, 6th floor, 65C Opebi Road, opposite glass house by Salvation Bus Stop, Opebi - Lagos.Time is 9.00am Prompt.Do present a hard copy of your CV and a passport photograph and please ensure to be punctual.Need help/direction? Call Admin:0803-449-6175/6207",spam
"Your CV APPROVED! INTERVIEW holds 9A.M on SATURDAY 17/3/2018 at Ground floor, 32 Olufemi Road off Ogunlana Drive Surulere Lagos. APP. ID: FUFE SHOW TO SECURITY",spam
"I got an invite from Geometrics Synergy Services Limited Geometrics Synergy Services Limited, House T6C,Minimah Estate, Ikeja (By First Bank @ Airport Bustop along Lagos Abeokuta Express way.",spam
"Dear Applicant,We received your CV and​ ​are considering you for an Internship role in our Vendor Operations Department.We would, therefore, like to invite you for a Test & interview . Please find details below; ​Date:​ Friday, 16th March 2018Time:​ ​10:00 AMAddress: Jumia Corporate Office, 109 Adeniyi Jones Avenue, Ikeja (Brown building beside Med-plus Pharmacy).Please reply this email confirming your availability as soon as possible. Also, go along with a copy of your CV and a pen.​￼Warm Regards,",spam
"Dear candidate. You have been shortlisted for the BAT Technical training recruitment test. It will take place at our Ibadan factory by 10am on Monday, Mar 19, 2018. Address is 1 Tobacco road, off Toll gate, lagos Ibadan Express way. Please wear shoes that cover your feet properly.",spam
"Dear Candidate,Based on your online application for employment and your submitted C.V which has been considered satisfactory. You have been invited for a written and oral interview with the HUMAN RESOURCE MANAGEMENT OF HYINSCO INTEGRATED SERVICES for the position of a Business Development Officer.Venue: HYINSCO office, No 4, 2nd floor, upward Sanitas outlet, Alara Street, Off Commercial Avenue, Onike Sabo Yaba, Lagos. Date: FRIDAY 16TH MARCH, 2018 Time: 9 AMHence, lateness will not be tolerated as interview will not be conducted or rescheduled for anyone who comes later than 9am. Come with a passport photograph, relevant credentials and a print out/proof of this mail.www.hyinsco.com.ng Regards, HR HYINSCO 001",spam
"Dear Candidate,I got your cv, thank you for sending. I would like to invite you for an interview /chat our office to tell you a little more about the position- Human Resources Officer, get to know you better, and see if this job is right for you.I would also like you to come over with relevant documents, updated cv and certificates that might help us in ascertaining your suitability for the position.Venue: 15, Bola Sonoiki Street, Ogudu GRA, LagosTime: 10.00am.Date: Friday March 16, 2018.Thank youKind Regards'Lamide AdeotiHR, Business Fulfillment UnitOmnicom Solutions Limited15, Bola Sonoiki Street, Ogudu GRA, Lagos",spam
"You are hereby invited for an aptitude test at Accion Mfb (Solid Foundation High School, Ilupeju Street Aule Akure Ondo State. on Mar 17 2018 by 10am. Come with a passport and a copy of your ID card. Batch 1. Tk a bike from Ilesha Garage to the above venue.",spam
"Base on CV review, you have been shortlisted for an interview with DGS on [date] by [time] at 2, Sunday street, Beside GTBANK, Palmgrove B/stop, Lagos . Slot: AMD4",spam
"Fortune Careers Ltd invites you for Career Chat by 9am Wed 14/03/18 @192,Ikorodu Rd, beside Firstbank,Palmgrove Lagos, 080-6257-4347. FC/55/FM,Http://v.ht/n89p",spam
"You are invited for an interview at Daily Jobs Global Outsourcing Ltd on 14/03/2018 by 9.am at House 2, r close 21 road Festac town Lagos.Come with your CV.",spam
"We received your details from our online agency and it interests our organization. In view of that, we would like to invite you for an interview session as a Graduate Trainee. The interview would be conducted in Two phases, Oral and Essay. Kindly find the details below.Date Monday, 12th March, 2018Time-8:40 am promptVenue-The Zonal Office, B&G Consulting Group, Suite 4A, Ogungbeye str, Off Amaraolu, Opposite Zenith Bank, Agidingbi-1st gate, Ikeja, Lagos.You are required to come with a hard copy of your Resume and 2 passport photographs. Dress appropriately and be punctual. You will be meeting with the Executive board. Use the code below for proper identification. GTR15280We apologize for the short notice; however it is important you confirm your availability. Kindly do that by replying this email as soon as possible.Best RegardsFor: The Human Resource Team",spam
"Dear Applicant, Sequel to your application for employment in our organization. You have been shortlisted for an interview. Address: 15, otunubi Street Haruna Bus Stop Off College Road Ogba, Lagos State. Date: xth March ,2018 Time: am Dress code: Dress Corporately. Thank you.",spam
"You have been shortlisted for an interview of the post of Customer service assistant /sales representative at our company. Address : Chicken Republic Ogudu road, OjotaDate: March 7th, 2018Time: 3pm",spam
"You are invited for an INTERVIEW on WED 7/3/18 by 9am@27Ayodele Ojo,CokerRd, Traffic Light B/Stop Ilupeju Lagos.ADM964.STARROSE CONSULT. Enq Call 080-9754-6721",spam
"This is your interview invite with MAG CONSULT (RC11159) on wed 07/03/18 by 8am at 5, oke close off olayiwola street, police post, oregun ikeja.",spam
"Your CV details have been considered. You have been shortlisted for an interview/job briefing with our organization @LIVE SOLUTION RESOURCES on Tuesday 6th March 2018. Time: 9am promptLocation: 3rd floor, crownet plaza, idris gidado street, wuye. Abuja.Kindly come with an hard copy of your CV and writing materials for documentation REF-- HR Thyme.",spam
"You have been shortlisted to have a written test with TGN. kindly come along with a hard copy of your CV and a print out copy of your invitation. venue; no 2 Akin Osiyemi street, ground floor, opposite sterling bank at first bank bus stop,Allen,Ikeja, Lagos. Date: Monday 5th March, 2018 TIME: 9am prompt Hr Job Placement",spam
"You've been scheduled for a job interview at Workforce Group, Beside UPS, Gbagada, Lagos on TUES 7th MAR 2018 by 10AM. Kindly check your email for details.",spam
"You are selected for an interview for post applied. Interview holds in Gtext Hub, 3rd Floor 51/52 Ijaiye Road, Ogba Bus Stop, Lagos. Date: Tuesday 6th March by 12noon. No rescheduling allowed, only apply if u can be available that date and can resume next day if selected.",spam
"""hello Dear how are you doing. i saw your profile today i became interested to know you please i want you to contact me with this e-mail address(kristanaabdel7@gmail.com) i have something very important to tell you thanks and God bless you""",spam
"You are invited for an interview in LASACO Assurance Plc at Plot 36 Acme rd, Ogba Ikeja by 10 am on Tues 15/8/2017, dress corporate, come with a CV call 080xxxxxxxx",spam
"SCHLEEZ NIGERIA LIMITEDNo 49, OLOWU STREET, OFF MOBOLAJI BANKS ANTHONY WAY, IKEJA, LAGOSOn 2 AUGUST By 9:00AM.",spam
Dps invites u for an interview chat to work with us on Fri 02/03/2018 by 9am@daura rd by magajin gari opp yabi plaza kad Dps/ygo/115,spam
"Global Resources invites u for Aptitude test/briefing on Fri 02/03/18 by 9 am @ 19 Bode Thomas Road, Awoyokun/Onipanu bstop.Ref: HR/12/MGT18090-9807-7757",spam
"As part of the selection process for the SHELL Livewire 2015, you are invited for an interview on Friday, Sep 25 @Casa De Pedro Hotel Ltd Annex, No. 6 Adidi Street, Off Refinery Road, Effurun Warri, by 3PM. Kindly come with your ID, Credentials, Birth Cert",spam
"BAC NIG LTD invites you for Test/Interview on Thursday 12th May 2016,By 9am at No 12,0dota, Along Airport Rd, Opp Rock field filling Station,Ilorin. CODE:buk 199",spam
"Dear Funmi, We refer to your online application for the position of a Software Developer/Programmer and wish to invite you for an interview as follows: Venue:5 Sadiku Street, Agidingbi, Ikeja, Lagos behind Zenith Bank on Lateef Jakande Road (old Agidingbi Road) Date: Friday April 13, 2018 Time: 11 am Kindly confirm your attendance by responding to this mail. Please bring along your credentials and last pay advice, if any. Regards Ola",spam
"Dear Applicant Thank you for applying to our job portal via SMARTRECRUITER, We are impressed by background and would like to invite you to the job You need to make contact with our hiring manager through Google Hangout You are required to set up a mail account www.gmail.com) and download google hangout (www.google.com/hangouts). The hiring manager will let you know more about the post on answer your questions and are you more about the company and position we have available for you to occupy. Your verification code is (ARN-2018), this would serve as your identification number throughtout the online hiring process. To contact our hiring Manager. Name: Mrs Vivian Butland Google Hangout. mrsvivianbutland@gmail.com Positions Available: Call Center Representative, Receptionist Data Entry Administrative Assistant Time: As soon as possible. Best of luck AHRENS GROUP PTY LTD",spam
"You are invited for an interview at Malven Medics International Ltd. Date: Saturday 8th Sept. 2018. Venue : Malven Medics Ltd, 10 Wilmer street, Off Town Planning Way, Ilupeju. Time: 10 am. Please come along with your CV.",spam
"Dear Applicant, In line with your application for the position of ""CUSTOMER RELATION OFFICER "", you have been invited for an oral interview section with the human resource unit at one of our selected centers in Lagos. Date: Thursday, 25th October, 2018. Time: 9:45am Address: 5, Resource Press BUILDING, Oando filling station B/stop Opposite SBN End Of Adeniyi Jones Ogba Lagos. Note that the invitation is a response to the application you submitted which we are handling on behalf of our client and you recourse to us if you did not apply for such position so we can manage our records properly. Best Regards, RECRUITMENT TEAM, STARHILL CONSULTING GROUP 08030832748 Mrs.kahley",spam
"You have been shortlisted for an interview at LibiShop Limited. Please make yourself available on Tuesday 13th November 2018 by 12.00AM at 320 Odunsanmi Street Off Wempco Road Ogba Lagos, Please confirm availability, Thanks 08060660979",spam
"Globacom Retail Experience Centre interview. You have been scheduled for aptitude test and Interview on Tuesday 30th Jan, 2018. Time: 8am Venue: Enugu Foretrust Digital Consulting, plot 93 A premier layout, new artisan, by Dunamis Church, Enugu Please come along with a copy of your CV, passport photograph, original and a copy of your credentials Globacom HR.",spam
"Base on Recommendation you are invited for a job interview tomorrow @ #64 Ogui Road, Opp.Ogui Police Station (Sub-way bus Stop)Katoka plaza 3rd Floor by Sam. Ref:MOS/TH/570",spam
"Dear Applicant, After thorough preview of your details and your Curriculum vitae based on recommendations,considering the working experience, skills and attributes you encompassed, the Board of Directors of pearl forth Nigeria limited Lagos Nig., invites you for an assessment. Date: Friday 20th, July 2018 Time: 9am prompt Venue: Suite 116, Akowonjo rd, Jimoh bstop, EgbedaLagos. We apologize for the short notice, however it is important you confirm your availability to enable us make adequate preparations. Please kindly confirm your availability by replying this email as soon as possible. Kindly respond to the mail. You can also reach the Secretary on 08126976230 if you have any issues/requests.",spam
"due to your application to M.H.S via online you're invited to come over for an Interview session with the HR Dept on tuesday 18/09/2018 Time: 9am Address: 4b Toyin street, opposite Victory home school before unity b/ stop, Ikeja, Lagos. Do present a hard copy of your CV and ensure to be there on time. Help/directiives? Call the ADMG: 0803-449-6175/M133",spam
